CustomerID,Surname,NetworkScore,Region,Gender,Age,Tenure,MonthlyCharge,NumOfProducts,HasInternetService,IsActiveMember,EstimatedMonthlyUsage,Exited
2388,Fisher,31.0,West,Female,38.0,5,169.87,3,0,0.0,740.83,1
294,White,13.0,North,Female,22.0,20,31.67,1,1,1.0,357.15,1
5997,Lewis,23.0,North,Other,24.0,13,27.21,3,1,0.0,623.44,1
520,Patterson,10.0,South,Male,59.0,11,134.32,4,1,1.0,370.48,0
575,Lynch,24.0,West,Female,65.0,6,71.03,3,1,1.0,369.16,1
880,Bailey,12.0,West,Female,58.0,8,162.58,3,1,0.0,833.26,1
5403,Cooper,96.0,East,Other,43.0,6,175.37,3,1,1.0,590.77,0
1183,Rodriguez,53.0,North,Male,51.0,3,72.47,1,0,,195.55,0
3219,Chaney,92.0,North,Other,51.0,15,86.97,4,0,0.0,620.07,0
4210,Barrett,10.0,North,Male,33.0,11,135.43,1,0,1.0,522.85,0
3536,Ashley,9.0,South,Male,20.0,12,65.94,2,1,1.0,259.76,1
4525,Young,40.0,West,Male,69.0,3,83.4,3,1,0.0,599.42,0
3514,Miller,49.0,West,Other,70.0,17,89.11,3,0,1.0,578.48,0
1082,Howard,5.0,North,Male,29.0,10,92.75,4,1,0.0,854.19,0
1298,Shea,80.0,East,Male,56.0,3,87.37,3,1,0.0,717.72,0
2681,Murphy,68.0,North,Female,48.0,4,198.69,3,1,1.0,142.8,1
5822,Ramirez,76.0,West,Male,29.0,8,33.39,4,1,0.0,258.71,1
3648,Wood,11.0,West,Other,65.0,9,65.52,1,0,1.0,378.03,0
240,Ball,72.0,North,Other,59.0,8,97.95,3,1,0.0,732.42,0
2780,Green,20.0,North,Other,49.0,14,144.09,3,0,1.0,,0
371,Smith,81.0,West,Other,43.0,5,73.56,1,1,0.0,970.53,0
2606,Farley,63.0,North,Other,22.0,20,112.94,1,1,0.0,828.94,1
2676,Garza,38.0,South,Female,32.0,8,135.1,4,0,0.0,935.83,1
2090,Reed,61.0,East,Female,59.0,6,23.79,4,0,1.0,,1
2239,Young,74.0,South,Male,70.0,15,77.09,1,0,0.0,574.26,0
2093,Allen,49.0,South,Female,23.0,12,91.41,4,1,0.0,338.35,1
1164,Lewis,4.0,East,Male,35.0,13,182.62,4,1,1.0,584.6,1
1092,Crawford,64.0,West,Other,,13,58.85,3,1,0.0,536.05,0
3164,Martin,13.0,South,Female,36.0,18,67.09,2,1,1.0,737.6,0
5647,Rocha,55.0,East,Other,28.0,9,118.52,2,0,0.0,716.78,1
3706,Jenkins,33.0,North,Other,44.0,1,28.34,4,0,0.0,189.66,0
3830,Andrade,40.0,South,Other,36.0,16,37.41,3,1,0.0,620.62,0
1088,Carroll,63.0,North,Other,27.0,2,43.18,4,1,0.0,695.87,1
4811,Brown,10.0,North,Male,56.0,13,196.82,1,0,0.0,835.79,0
4002,Richardson,66.0,South,Male,35.0,7,106.51,3,1,0.0,225.41,0
1419,Richardson,82.0,East,Male,30.0,9,107.73,3,0,0.0,218.01,1
5150,Gregory,46.0,South,Female,20.0,7,136.23,4,1,1.0,845.42,1
1616,Smith,64.0,North,Female,24.0,18,97.34,2,0,1.0,254.38,0
2731,Cunningham,97.0,South,Male,27.0,2,144.62,1,1,1.0,409.8,0
5217,Petersen,25.0,North,Other,45.0,12,32.25,2,0,1.0,531.92,0
174,Ruiz,25.0,North,Female,54.0,4,118.49,1,0,1.0,971.76,0
1390,Hess,38.0,West,Female,38.0,20,178.66,2,1,0.0,324.49,1
1509,Smith,53.0,North,Male,27.0,9,156.02,2,1,0.0,782.28,1
1727,Nguyen,29.0,North,Female,57.0,16,41.53,3,0,0.0,809.88,1
2746,Avery,64.0,West,Female,,9,128.16,3,1,0.0,977.44,0
4250,Perry,3.0,South,Female,60.0,13,32.44,4,0,1.0,434.84,1
2978,Kelly,60.0,West,Other,67.0,15,100.27,2,1,0.0,851.95,1
2584,Gutierrez,44.0,East,Male,49.0,11,65.27,2,0,1.0,823.16,0
3994,Bryant,69.0,East,Male,39.0,15,78.5,4,0,0.0,673.08,0
4953,Little,54.0,South,Other,69.0,11,68.36,2,0,1.0,445.02,0
1153,Lopez,11.0,West,Male,19.0,1,113.42,2,0,1.0,882.56,0
3957,Patel,11.0,East,Other,51.0,4,87.9,2,1,0.0,688.11,0
4229,Crane,66.0,West,Other,54.0,16,53.75,2,1,1.0,458.76,0
4384,Shannon,19.0,South,Male,61.0,0,83.46,4,1,1.0,622.76,0
971,Anthony,,West,Male,32.0,17,117.61,1,0,0.0,548.01,1
2124,Palmer,50.0,East,Other,43.0,10,180.21,4,1,0.0,,1
3309,Larson,,North,Other,67.0,8,148.35,4,0,0.0,304.29,0
2298,Mason,5.0,North,Male,62.0,9,189.84,1,0,1.0,136.76,0
286,Williamson,45.0,West,Female,67.0,17,168.32,2,0,0.0,428.31,1
5978,Foster,59.0,West,Other,48.0,12,58.49,4,1,1.0,814.28,1
2173,Morales,52.0,South,Female,58.0,16,137.55,2,1,,861.14,0
2522,Adkins,45.0,East,Other,50.0,12,120.83,1,0,0.0,882.61,1
3921,Cuevas,,North,Other,48.0,14,186.7,1,1,1.0,172.43,0
3595,Espinoza,26.0,South,Other,21.0,18,74.69,4,0,0.0,653.13,1
5995,Cooper,97.0,West,Male,48.0,6,84.46,2,0,0.0,705.51,0
5392,Miller,,East,Male,55.0,7,184.63,3,0,1.0,710.37,0
683,Frye,16.0,North,Male,19.0,6,36.7,4,0,0.0,,1
2932,Ortiz,82.0,South,Other,54.0,0,168.83,2,0,,133.08,0
4761,Fox,9.0,West,Other,36.0,13,115.78,2,1,0.0,811.57,0
811,Cabrera,66.0,South,Male,30.0,10,194.49,3,0,1.0,359.37,0
125,Torres,88.0,West,Other,50.0,15,78.25,3,1,1.0,118.41,0
1180,Patton,100.0,North,Female,24.0,10,29.79,4,1,0.0,328.83,0
3060,Harris,5.0,East,Other,44.0,4,157.59,2,0,0.0,582.63,0
4228,Lee,4.0,South,Male,30.0,14,105.51,3,0,1.0,772.02,1
3006,Baker,95.0,North,Female,25.0,11,131.5,1,0,0.0,336.22,1
1973,Rodgers,78.0,North,Male,56.0,13,81.15,2,0,0.0,116.51,0
2030,Nguyen,12.0,South,Male,49.0,3,166.39,4,1,0.0,540.91,1
5587,Banks,58.0,South,Other,38.0,1,197.73,3,1,1.0,969.44,0
4232,Young,75.0,North,Male,49.0,10,56.87,2,1,1.0,262.33,0
1565,Nelson,2.0,North,Male,29.0,12,38.42,2,0,1.0,216.19,1
2294,Dunlap,43.0,North,Female,30.0,1,23.22,4,0,0.0,924.01,1
4204,Stanley,16.0,North,Other,63.0,18,149.86,3,1,1.0,409.26,0
2786,Allen,18.0,North,Female,52.0,20,85.77,4,0,1.0,,1
5247,Bennett,80.0,North,Other,68.0,12,91.08,4,1,1.0,274.42,0
5263,Thomas,39.0,East,Other,18.0,11,106.75,4,0,0.0,415.51,1
1912,Vazquez,92.0,East,Male,44.0,17,165.57,4,0,0.0,,1
2667,Mcdonald,73.0,West,Female,53.0,19,173.53,4,0,1.0,457.12,1
2235,Bowers,52.0,West,Female,49.0,20,23.43,3,1,0.0,193.69,1
2020,Drake,62.0,North,Other,62.0,8,198.22,1,1,0.0,206.05,0
5652,Martinez,8.0,South,Male,32.0,11,41.34,1,0,0.0,,1
1202,Haynes,38.0,South,Other,56.0,4,23.41,4,1,1.0,758.53,1
4240,Singh,75.0,West,Other,34.0,16,140.35,4,1,1.0,303.12,1
4094,Schneider,51.0,North,Other,61.0,19,131.94,3,0,1.0,989.64,0
73,Parker,54.0,East,Female,60.0,9,195.37,1,1,0.0,582.56,1
2904,Wilkins,14.0,South,Female,41.0,16,164.13,2,1,0.0,802.44,0
869,Powers,100.0,North,Female,66.0,5,163.49,3,1,0.0,680.03,1
284,Garcia,58.0,North,Female,56.0,17,95.94,1,1,0.0,329.55,0
218,Parker,20.0,East,Other,49.0,1,183.08,1,0,0.0,890.88,0
1069,Hall,1.0,East,Female,52.0,19,120.13,2,0,0.0,202.34,1
5727,Rogers,36.0,East,Male,58.0,1,147.79,4,0,0.0,925.3,0
1675,Clayton,40.0,East,Male,19.0,5,85.9,1,0,1.0,294.91,1
4302,Castro,33.0,East,Male,37.0,8,172.94,2,0,0.0,861.55,1
2310,Raymond,2.0,West,Female,21.0,12,121.48,1,0,1.0,424.69,1
2597,White,91.0,West,Other,46.0,1,148.28,1,0,1.0,602.27,0
157,Larson,14.0,South,Female,55.0,7,189.1,1,0,1.0,457.69,1
5214,Gray,39.0,West,Female,62.0,19,136.07,3,1,1.0,546.71,0
1858,Anderson,51.0,West,Other,,0,154.21,1,0,1.0,,0
1025,Roman,55.0,South,Male,55.0,14,24.1,1,0,1.0,342.2,0
5083,Bowman,89.0,North,Male,27.0,5,107.91,3,1,1.0,,0
4026,King,81.0,North,Female,60.0,20,85.33,3,0,,132.34,0
2607,Moody,47.0,West,Female,48.0,7,170.39,4,0,1.0,504.63,1
2761,Bates,33.0,North,Other,28.0,6,92.59,1,0,1.0,824.17,0
2953,Campbell,38.0,South,Other,69.0,5,128.01,4,0,1.0,379.59,0
2587,Hall,16.0,East,Male,54.0,7,23.31,3,1,0.0,439.15,0
2724,Long,54.0,North,Female,63.0,20,99.08,4,0,1.0,740.43,1
2775,Scott,,North,Other,52.0,9,94.82,2,1,1.0,410.54,0
2784,Martin,87.0,West,Female,27.0,18,145.48,3,1,0.0,747.9,1
824,Mason,34.0,West,Female,63.0,7,100.06,2,1,1.0,334.07,1
3251,Martin,59.0,West,Male,38.0,0,46.17,1,0,,375.3,0
4361,Griffith,17.0,West,Female,31.0,7,65.12,1,0,0.0,447.76,0
5309,Palmer,99.0,East,Other,47.0,16,171.11,2,1,1.0,428.22,0
5706,Hines,68.0,North,Other,31.0,4,119.08,3,0,0.0,392.87,1
4435,Braun,99.0,East,Other,41.0,18,182.24,3,1,1.0,801.15,0
453,Wright,79.0,South,Other,38.0,17,69.45,4,1,0.0,605.94,0
3745,Meadows,87.0,West,Other,20.0,6,150.2,4,0,1.0,954.06,0
2042,Carr,34.0,South,Other,38.0,5,155.6,4,0,0.0,797.63,0
1498,Smith,23.0,West,Other,68.0,1,46.05,1,0,0.0,689.82,0
4766,Johnson,23.0,East,Female,33.0,5,88.12,4,1,1.0,623.21,1
1363,Cox,55.0,West,Other,33.0,17,125.54,2,0,0.0,677.12,1
35,Smith,62.0,West,Male,35.0,7,182.07,4,1,0.0,552.74,1
3644,Roman,71.0,South,Other,31.0,10,93.41,2,1,1.0,466.11,1
1130,Casey,57.0,North,Female,57.0,3,124.1,1,1,1.0,440.54,0
851,Conner,11.0,West,Other,21.0,18,196.25,1,1,0.0,262.66,1
5416,Vaughan,67.0,East,Other,34.0,10,110.47,4,1,1.0,591.88,0
2782,Lopez,,South,Other,43.0,3,168.97,1,1,1.0,419.02,1
2351,Gonzalez,100.0,North,Male,18.0,1,119.35,4,1,1.0,999.82,0
1058,Santana,38.0,East,Other,24.0,18,96.57,3,1,0.0,656.03,1
4162,Arias,95.0,West,Female,68.0,11,97.6,2,1,0.0,959.31,0
4392,Meadows,43.0,East,Other,54.0,1,118.6,3,0,1.0,965.76,0
5923,Perez,2.0,South,Other,,10,157.1,1,1,0.0,272.03,1
5423,Williamson,12.0,North,Female,55.0,16,154.61,3,0,0.0,416.02,1
1439,Jones,36.0,South,Female,55.0,18,95.34,1,0,1.0,923.61,0
4556,Russo,90.0,South,Other,24.0,11,37.78,1,0,1.0,300.45,0
5452,Martin,6.0,West,Female,69.0,13,51.25,4,0,1.0,862.76,0
5877,Mason,29.0,South,Female,41.0,14,62.12,2,1,1.0,923.79,1
3617,Williams,24.0,North,Other,40.0,14,198.15,3,0,0.0,289.68,0
2049,Williams,,West,Female,51.0,13,144.82,1,1,0.0,381.11,1
3729,Clark,79.0,South,Female,46.0,8,75.47,1,0,0.0,255.33,0
4669,Schmitt,82.0,East,Male,33.0,9,199.86,1,1,0.0,709.65,1
232,Hill,48.0,North,Male,26.0,18,142.62,2,0,0.0,362.95,1
1604,Woods,82.0,West,Other,56.0,13,72.55,3,0,,242.58,0
1953,Hogan,86.0,East,Other,,9,137.5,3,0,1.0,592.1,0
624,Rodriguez,27.0,South,Male,39.0,20,73.55,4,1,0.0,626.78,0
5290,Vasquez,81.0,South,Female,52.0,0,107.58,3,1,1.0,818.1,0
514,Smith,10.0,West,Female,70.0,9,93.23,3,0,0.0,618.34,0
5302,Moss,49.0,North,Male,47.0,10,112.67,4,0,1.0,918.84,0
585,Brewer,67.0,East,Male,46.0,12,71.12,3,0,1.0,603.19,0
3340,Wallace,5.0,South,Other,21.0,1,164.86,4,1,1.0,807.82,1
3459,Smith,49.0,East,Male,57.0,13,174.55,4,0,0.0,988.09,1
4663,Francis,94.0,East,Other,60.0,12,129.35,2,1,0.0,807.83,0
1362,Torres,39.0,East,Other,67.0,9,83.59,1,1,1.0,716.32,0
2392,Lawson,4.0,East,Male,18.0,3,182.36,3,1,0.0,612.99,1
4099,Brown,10.0,West,Other,28.0,4,119.27,2,1,1.0,313.58,1
3695,Wilson,55.0,North,Female,21.0,4,126.7,2,1,0.0,720.34,1
5133,Myers,28.0,West,Male,,19,105.24,4,1,1.0,256.52,0
4678,Clark,85.0,West,Male,20.0,8,167.77,1,1,1.0,755.2,0
3163,Barry,79.0,North,Female,31.0,1,170.67,1,0,1.0,170.16,1
292,Harvey,13.0,East,Female,25.0,20,178.69,1,0,0.0,948.07,1
5692,Wright,80.0,West,Female,26.0,15,194.39,2,1,1.0,330.21,1
3018,Villanueva,31.0,South,Other,59.0,0,62.31,2,0,0.0,,0
713,Bartlett,87.0,East,Other,67.0,9,92.44,2,0,0.0,892.05,0
3949,James,18.0,South,Male,30.0,16,82.59,4,1,0.0,413.33,1
4566,Taylor,60.0,South,Female,54.0,19,126.0,2,0,0.0,627.43,1
3021,Curtis,84.0,West,Other,23.0,3,40.17,3,1,1.0,909.29,0
2332,Hansen,31.0,East,Female,45.0,0,81.15,1,1,,990.61,1
5076,Clark,52.0,West,Other,62.0,16,23.13,2,0,1.0,317.61,0
2558,Smith,5.0,West,Other,52.0,20,185.11,2,1,1.0,596.79,1
3613,Miller,25.0,East,Male,42.0,0,37.02,4,1,1.0,985.95,1
419,Evans,,East,Male,53.0,19,138.1,2,1,0.0,639.8,1
259,Norton,49.0,North,Other,64.0,5,181.26,3,0,0.0,,0
5338,Davis,13.0,West,Other,63.0,4,181.04,2,0,1.0,705.72,0
4939,Cline,67.0,South,Male,34.0,18,68.77,4,0,0.0,841.29,0
1191,Mclaughlin,98.0,West,Other,61.0,11,81.64,1,0,1.0,258.26,0
2486,Hansen,92.0,West,Male,46.0,14,26.45,2,0,1.0,219.22,0
5949,Moore,4.0,South,Other,67.0,18,53.62,1,0,0.0,274.25,0
1392,Benjamin,25.0,South,Male,27.0,17,176.8,2,0,0.0,646.85,1
5245,Summers,93.0,South,Male,22.0,5,153.63,3,1,1.0,162.99,1
5684,Ortega,53.0,South,Other,55.0,12,46.14,4,0,1.0,679.54,0
1510,Cabrera,68.0,East,Other,56.0,11,181.53,2,0,1.0,555.75,0
3589,Butler,90.0,South,Male,37.0,13,148.69,2,1,1.0,743.52,0
5206,Hayes,62.0,South,Other,66.0,5,156.06,3,0,,891.36,0
3944,Vasquez,10.0,North,Other,43.0,16,45.91,1,0,1.0,934.65,0
5442,Roberson,98.0,South,Other,53.0,19,134.1,3,0,0.0,982.04,0
5755,Williams,73.0,West,Other,70.0,2,122.7,2,0,1.0,488.18,0
3747,Craig,65.0,North,Other,58.0,6,143.69,2,1,1.0,371.46,0
1470,Martinez,98.0,South,Male,67.0,11,158.9,4,0,1.0,969.91,0
2301,Jackson,78.0,East,Female,69.0,9,95.86,2,0,1.0,856.99,0
5958,Williams,58.0,South,Male,51.0,2,103.71,2,1,1.0,,0
4732,Brooks,40.0,East,Female,52.0,13,122.48,4,0,,817.82,1
1440,White,45.0,East,Other,,17,168.68,2,0,1.0,107.58,0
2714,Moore,23.0,North,Female,24.0,16,79.13,2,0,0.0,947.25,1
2960,Christian,,South,Male,48.0,20,120.74,1,0,,747.53,1
181,Baker,31.0,North,Other,30.0,0,103.77,3,0,0.0,762.94,1
2595,Young,50.0,South,Other,23.0,13,44.01,4,1,1.0,687.82,1
5234,Miller,87.0,South,Female,19.0,10,199.08,1,1,0.0,340.74,1
5054,Oneill,31.0,East,Other,28.0,7,148.87,1,0,1.0,901.91,1
895,Cohen,98.0,South,Male,21.0,4,90.93,2,1,0.0,419.78,1
1167,Herring,34.0,North,Other,43.0,15,51.51,2,1,0.0,615.33,0
3540,Ruiz,31.0,North,Other,60.0,8,97.57,3,0,1.0,364.09,0
1120,Johnson,99.0,South,Female,23.0,6,106.28,4,1,0.0,262.97,1
1386,Gutierrez,61.0,West,Other,51.0,11,79.62,1,0,0.0,315.29,0
5349,Cowan,75.0,South,Other,36.0,18,36.64,3,1,1.0,351.87,0
2677,Sanders,31.0,East,Other,52.0,14,177.71,4,0,1.0,808.58,0
1005,Swanson,16.0,South,Male,34.0,0,153.51,1,1,1.0,281.5,0
1558,Serrano,38.0,East,Other,21.0,15,181.56,1,1,1.0,875.07,0
244,Tucker,91.0,North,Male,40.0,17,88.03,3,0,0.0,277.54,0
5157,Sullivan,82.0,South,Male,32.0,14,180.18,3,1,1.0,637.13,0
5578,Pena,81.0,East,Other,31.0,8,174.73,4,0,0.0,745.07,1
1978,Thomas,57.0,North,Female,67.0,11,88.87,2,1,0.0,335.55,0
2442,Johnson,62.0,West,Male,20.0,12,141.71,1,1,1.0,489.34,1
4431,Esparza,24.0,North,Female,42.0,17,109.68,1,0,0.0,533.7,1
542,Bird,10.0,North,Female,60.0,11,155.66,3,0,,766.57,1
4963,Hamilton,56.0,East,Male,60.0,12,56.31,4,0,0.0,503.22,0
5479,Harrison,69.0,West,Male,56.0,11,50.66,4,1,0.0,,0
2601,Williams,99.0,North,Male,58.0,12,52.5,1,1,0.0,857.66,0
1899,Evans,100.0,East,Other,53.0,14,181.44,2,1,1.0,856.55,0
5377,Roberts,14.0,East,Female,38.0,8,145.15,2,1,0.0,471.89,1
1002,Powell,74.0,East,Female,,2,36.39,3,1,1.0,671.5,0
5170,Becker,45.0,South,Female,28.0,12,43.93,4,1,0.0,189.09,1
4348,Bishop,46.0,East,Male,23.0,12,80.27,4,0,0.0,144.96,0
4405,Vega,89.0,East,Male,37.0,8,125.82,3,1,1.0,406.26,0
3736,Spears,7.0,West,Male,20.0,3,43.8,1,1,0.0,873.23,1
1830,Johnson,89.0,South,Male,62.0,20,76.13,2,1,1.0,292.74,0
696,Decker,79.0,North,Female,66.0,14,164.03,2,0,1.0,892.87,1
3602,Alexander,76.0,West,Female,56.0,2,127.18,2,0,1.0,564.75,1
2215,Ballard,8.0,West,Male,56.0,17,158.0,3,0,1.0,302.22,0
546,James,51.0,South,Female,29.0,14,39.92,1,1,0.0,372.14,1
2295,Gross,36.0,North,Male,49.0,1,80.47,3,1,0.0,320.54,0
1175,Carroll,98.0,East,Female,26.0,9,190.95,4,0,0.0,583.57,1
5399,Wallace,96.0,South,Male,22.0,19,48.19,1,0,1.0,740.75,1
642,Morales,62.0,West,Other,62.0,3,184.63,3,1,1.0,884.17,0
5335,Edwards,87.0,West,Other,32.0,2,89.47,3,1,0.0,213.09,1
1234,Reyes,93.0,East,Male,39.0,10,111.97,3,0,1.0,142.67,0
5393,Sanchez,64.0,South,Other,27.0,0,107.29,4,1,0.0,935.3,0
4227,Kennedy,75.0,South,Other,52.0,12,157.42,3,1,0.0,435.91,1
5859,Cochran,14.0,West,Female,67.0,1,137.18,1,0,,799.92,1
2312,Durham,59.0,West,Male,44.0,5,64.94,4,0,0.0,165.86,0
2737,Miranda,24.0,North,Male,70.0,13,123.43,1,1,1.0,811.12,1
5045,Miller,52.0,East,Female,,18,33.06,2,1,0.0,416.41,1
4650,Khan,73.0,East,Female,,15,184.07,3,1,0.0,920.76,1
1841,Whitney,87.0,South,Other,56.0,1,128.43,4,0,1.0,857.71,0
4885,Clark,,North,Other,29.0,10,57.43,1,0,1.0,647.02,1
5540,White,76.0,South,Male,,5,113.27,2,0,0.0,648.64,1
689,Tucker,77.0,North,Male,31.0,3,129.73,2,0,1.0,124.62,0
5593,Robinson,39.0,West,Female,24.0,15,61.99,3,0,1.0,172.01,1
5151,Brown,81.0,South,Other,57.0,20,199.09,3,1,0.0,664.15,1
3631,Robinson,26.0,East,Female,58.0,8,189.33,4,1,1.0,153.84,0
2955,Peterson,44.0,West,Female,54.0,6,39.73,3,0,1.0,704.69,1
3835,Fisher,,South,Female,,20,44.47,4,1,1.0,839.97,1
583,Nguyen,82.0,South,Male,56.0,4,82.48,2,0,0.0,811.34,0
318,Reese,61.0,East,Male,52.0,12,82.64,1,0,1.0,670.63,0
3926,Martinez,70.0,East,Other,37.0,16,128.93,2,0,0.0,676.44,1
296,Brooks,40.0,East,Female,36.0,0,162.52,2,0,0.0,690.28,1
5072,Boone,,East,Female,61.0,7,181.2,3,0,0.0,431.54,1
3671,Lambert,1.0,South,Female,26.0,12,22.0,1,0,0.0,390.25,1
5807,Brown,44.0,East,Male,46.0,6,159.62,3,1,1.0,599.09,0
1597,Hunt,90.0,East,Female,67.0,5,27.17,3,1,0.0,157.93,1
5021,Jenkins,,West,Female,39.0,12,38.07,1,1,1.0,196.68,1
1473,Mueller,25.0,North,Other,69.0,11,135.13,4,0,,776.69,0
4943,Whitaker,22.0,North,Other,42.0,11,194.26,3,0,,989.53,0
5288,Harrison,21.0,North,Other,31.0,16,155.48,4,0,1.0,616.45,1
5015,Williams,78.0,South,Female,55.0,19,71.55,2,1,0.0,387.19,1
338,Sanford,98.0,North,Male,63.0,3,157.75,3,1,0.0,822.24,0
858,Mullen,34.0,South,Male,58.0,6,139.99,2,1,1.0,,0
4149,Olson,44.0,West,Other,28.0,4,58.56,2,0,1.0,464.74,0
3822,Nelson,99.0,West,Male,37.0,9,72.47,1,0,1.0,695.99,0
180,Mcpherson,84.0,East,Other,29.0,5,191.41,3,0,0.0,654.3,1
1014,Gregory,,West,Female,69.0,8,183.49,4,1,1.0,672.36,1
3620,Johnson,14.0,East,Other,26.0,5,29.14,1,1,0.0,280.55,1
3437,Murphy,31.0,South,Male,38.0,6,173.28,2,0,1.0,763.04,0
3310,Wood,17.0,North,Other,54.0,10,144.03,3,1,1.0,122.83,0
3919,Burton,98.0,South,Male,26.0,12,113.23,2,1,0.0,364.07,1
5371,Johnson,34.0,North,Female,24.0,3,79.49,1,0,0.0,868.93,0
2304,Murphy,54.0,South,Female,38.0,18,37.01,1,0,0.0,542.63,1
5163,Russo,78.0,North,Other,40.0,17,71.44,2,1,1.0,209.87,0
3058,Castillo,6.0,South,Female,44.0,7,162.22,1,0,1.0,,0
1045,Dawson,55.0,South,Other,44.0,14,185.38,3,0,,597.04,1
5600,Maxwell,88.0,North,Male,27.0,15,94.42,3,1,0.0,199.01,0
255,Leon,94.0,South,Male,60.0,17,50.5,3,0,1.0,815.74,0
923,Jenkins,34.0,West,Female,,12,83.04,1,0,1.0,171.82,1
33,Dodson,70.0,East,Male,53.0,20,67.08,1,0,0.0,935.55,0
4181,Reese,62.0,East,Other,41.0,20,148.59,2,1,,995.04,0
4164,Smith,47.0,North,Female,67.0,6,176.34,3,0,1.0,685.63,0
4614,Lee,80.0,South,Female,26.0,6,36.97,1,0,0.0,282.84,1
5162,Aguilar,20.0,West,Other,40.0,8,190.22,2,1,0.0,271.99,0
252,Johnson,74.0,West,Other,27.0,6,89.38,1,0,0.0,429.0,0
4862,Stewart,25.0,North,Other,51.0,12,58.82,3,1,0.0,810.09,0
2028,Burton,28.0,North,Female,38.0,8,171.11,4,0,0.0,353.19,1
4596,Collins,3.0,West,Male,30.0,8,100.19,1,0,1.0,622.44,0
5932,Koch,16.0,North,Female,60.0,3,160.28,1,1,1.0,386.25,1
4375,Schmitt,79.0,South,Male,30.0,9,56.33,3,1,1.0,853.11,1
2340,Baker,82.0,West,Female,58.0,10,183.52,3,0,0.0,594.52,0
3709,Robinson,69.0,North,Other,20.0,14,64.74,2,0,0.0,571.75,0
143,Perry,61.0,West,Male,28.0,10,116.08,3,1,0.0,186.54,0
4538,Phillips,36.0,West,Female,56.0,19,141.85,2,1,1.0,971.41,0
2843,Anderson,97.0,South,Female,55.0,8,52.14,4,0,0.0,883.32,1
1492,Rogers,27.0,East,Male,32.0,1,144.12,1,1,1.0,313.51,0
82,Smith,92.0,North,Other,21.0,10,108.0,3,1,1.0,619.74,1
1571,Martinez,100.0,East,Other,45.0,13,24.28,4,0,0.0,836.8,0
4012,Hutchinson,25.0,East,Other,53.0,20,52.64,2,1,0.0,565.19,0
1567,Scott,73.0,West,Male,39.0,8,183.98,2,0,,762.53,0
5518,Phillips,59.0,East,Female,46.0,8,174.82,4,0,1.0,,0
5743,Moore,58.0,West,Male,,3,40.83,1,0,0.0,734.63,0
3739,Sanchez,,West,Other,56.0,2,62.61,1,0,0.0,371.97,0
5533,Deleon,72.0,West,Male,58.0,17,135.86,1,1,0.0,999.28,0
3285,Cole,80.0,South,Other,45.0,4,175.89,2,1,1.0,495.24,0
153,Cummings,93.0,North,Female,34.0,4,169.53,4,1,1.0,818.72,1
4154,Johnson,96.0,East,Other,51.0,3,98.43,4,1,1.0,197.41,0
3581,Johnson,19.0,South,Other,38.0,4,153.63,2,1,1.0,502.35,1
3638,Jones,46.0,North,Male,,5,154.02,4,0,0.0,600.77,0
48,Hall,49.0,West,Other,69.0,0,24.79,3,1,0.0,698.57,0
2475,Blankenship,34.0,South,Female,,20,160.54,2,0,0.0,344.13,1
4973,Hawkins,75.0,East,Other,57.0,1,146.31,1,1,0.0,351.98,1
1435,Cook,79.0,West,Male,23.0,19,109.39,1,1,0.0,378.94,1
3089,Schultz,56.0,East,Male,32.0,7,33.64,1,1,1.0,414.42,0
3908,Baker,23.0,North,Male,38.0,2,80.43,1,1,0.0,954.89,0
3647,Lopez,8.0,West,Female,35.0,3,20.83,1,0,1.0,,1
1545,Howell,57.0,West,Female,64.0,10,113.9,1,0,0.0,543.92,1
3652,Harrison,10.0,South,Other,62.0,5,29.56,1,1,0.0,903.42,0
3177,Pacheco,99.0,North,Male,54.0,8,89.31,3,0,0.0,254.38,0
1124,Matthews,48.0,East,Female,41.0,11,91.29,3,1,1.0,128.97,1
1160,Brewer,37.0,North,Female,57.0,12,78.37,1,0,0.0,463.5,0
2640,Hood,61.0,North,Female,59.0,16,185.92,4,0,1.0,693.31,0
4920,Mcfarland,6.0,South,Male,42.0,13,72.86,4,0,1.0,380.67,0
4552,Johnston,87.0,South,Female,,17,187.02,4,1,1.0,537.8,0
2273,Wu,26.0,West,Male,67.0,6,66.12,2,1,0.0,256.39,0
4850,Mercado,96.0,South,Female,61.0,7,85.9,2,1,1.0,742.84,0
1250,Butler,82.0,North,Male,19.0,11,57.29,4,1,1.0,263.64,0
2099,Moss,23.0,North,Male,57.0,20,156.8,3,0,0.0,945.81,1
4220,Gutierrez,28.0,East,Male,63.0,4,117.91,3,0,1.0,805.57,0
4907,Larson,96.0,East,Other,23.0,15,166.32,3,0,0.0,579.09,1
5360,Cole,66.0,West,Other,55.0,14,152.39,1,0,1.0,470.12,0
5881,Barnes,79.0,South,Female,24.0,1,53.46,1,1,0.0,289.73,1
2487,Williams,64.0,North,Male,,3,65.1,4,1,0.0,626.83,0
646,Curry,8.0,West,Female,32.0,1,168.58,1,1,1.0,182.49,1
3183,Griffith,15.0,East,Female,64.0,15,32.86,3,0,1.0,955.42,0
3988,Carroll,30.0,West,Male,29.0,14,28.97,3,0,1.0,998.57,1
5554,Hernandez,10.0,West,Female,,8,61.64,3,0,1.0,305.44,0
